timestamp,file,reward
2025-07-10T01:25:01.505060,CICIDS2018_standardized_2.csv,-400350
2025-07-10T01:25:46.260002,CICIDS2018_standardized_3.csv,-964910
2025-07-10T01:26:30.984070,CICIDS2018_standardized_4.csv,-963656
2025-07-10T01:27:16.323151,CICIDS2018_standardized_5.csv,-965120
2025-07-10T01:28:02.042199,CICIDS2018_standardized_6.csv,-540765
2025-07-10T01:28:44.962009,CICIDS2018_standardized_7.csv,-211822
2025-07-10T01:29:53.697798,CICIDS2018_standardized_8.csv,-1202340
2025-07-10T01:31:00.402823,CICIDS2018_standardized_9.csv,-594665
2025-07-10T01:37:42.050195,CICIDS2018_standardized_1.csv,-70933
2025-07-10T01:38:28.886854,CICIDS2018_standardized_2.csv,-392956
2025-07-10T01:39:15.751711,CICIDS2018_standardized_3.csv,-1435042
2025-07-10T01:40:01.998226,CICIDS2018_standardized_4.csv,-1403080
2025-07-10T02:47:35.184746,CICIDS2018_standardized_1.csv,159625
2025-07-10T02:48:20.660914,CICIDS2018_standardized_2.csv,-443322
2025-07-10T02:49:05.013160,CICIDS2018_standardized_3.csv,-1164604
2025-07-10T02:49:48.624248,CICIDS2018_standardized_4.csv,-1169596
2025-07-10T02:50:33.581880,CICIDS2018_standardized_5.csv,-1111462
2025-07-10T02:51:17.727422,CICIDS2018_standardized_6.csv,-434375
2025-07-10T02:52:00.677413,CICIDS2018_standardized_7.csv,-752996
2025-07-10T02:53:07.915351,CICIDS2018_standardized_8.csv,-1077758
2025-07-10T02:54:11.588498,CICIDS2018_standardized_9.csv,-569488
